issuer,date,rating
00010886,18-Sep-1997,A
00011332,13-Nov-1984,BBB
00012416,13-Nov-1984,B
00012416,12-Oct-1990,BB
00012972,10-Aug-1984,AAA
00012972,03-Oct-1991,AA
00012972,29-Nov-2000,AAA
00012972,22-May-2003,AA
00011288,15-Jan-1983,A
00011288,11-Jul-1997,AA
00011288,03-Aug-1999,AAA
00013370,08-Jun-1984,CCC
00013370,25-Apr-1985,D
00013182,19-Jan-1984,BB
00013182,14-Jan-1994,BBB
00013182,26-Jan-1996,A
00010940,17-Apr-1985,AA
00010940,23-Aug-2000,A
00010312,28-May-1984,B
00010312,10-Dec-1997,BB
00010312,25-Feb-2000,B
00010312,17-May-2004,CCC
00014181,27-Oct-1984,A
00014181,08-Jul-1991,BB
00014181,04-Feb-2004,B
00014286,15-Nov-1983,BB
00014286,28-Oct-1984,B
00014286,12-Oct-1989,BB
00014286,30-Apr-1997,BBB
00014286,09-Aug-2003,BB
00010402,24-Oct-1983,AA
00010402,15-May-1984,A
00010402,21-Oct-1993,AA
00010402,15-Mar-1999,A
00013441,21-Nov-1984,BB
00013811,09-Nov-1982,CCC
00013811,27-Sep-1983,D
00010956,29-Dec-1982,AAA
00012518,07-Feb-1983,BB
00012518,30-Dec-1989,BBB
00012518,28-Jun-1995,A
00012518,30-Oct-1997,AA
00012518,07-Jan-2000,AAA
00010904,13-Sep-1983,CCC
00010904,09-Aug-1985,D
00012178,27-Nov-1984,AA
00012178,26-Dec-1984,BBB
00012178,10-Dec-1997,A
00012178,23-Jun-2004,BBB
00014029,30-Oct-1984,B
00014029,03-Nov-1991,CCC
00014029,11-Jan-1999,BB
00014029,07-Nov-1999,D
00013544,17-Oct-1982,BB
00013544,02-Aug-1997,BBB
00011427,21-Sep-1983,AA
00012560,27-Jan-1984,BB
00012560,06-Apr-1990,B
00012560,09-Jan-1997,BB
00013321,09-Oct-1983,AAA
00013321,17-Jul-1999,BBB
00013321,03-Aug-2003,BB
00011124,05-Jun-1984,CCC
00011124,08-Nov-1994,B
00013935,07-May-1984,AAA
00013252,06-Jun-1983,AAA
00013252,23-Sep-1983,AA
00013960,24-Oct-1983,B
00013960,29-Jun-1987,BB
00013960,02-Sep-1998,BBB
00012679,02-Sep-1982,BBB
00012679,17-Jul-1984,BB
00012679,26-Jul-1989,B
00012679,06-Jul-1994,CCC
00012679,26-Feb-1998,D
00011879,29-Apr-1985,AA
00011879,25-Oct-1991,A
00011879,22-May-1997,AA
00014460,01-Feb-1983,CCC
00014460,18-Jul-1987,D
00011592,02-Dec-1982,A
00012360,25-Aug-1983,AAA
00010345,04-Mar-1983,AAA
00012334,21-Dec-1983,B
00012334,26-Jul-1987,CCC
00012334,30-Jan-1990,B
00012334,25-Apr-1993,BB
00012334,27-Mar-1997,BBB
00013089,23-Jul-1983,BB
00013089,19-Feb-1991,B
00013089,28-Dec-1997,BB
00013089,21-Dec-1998,B
00011624,27-Mar-1985,CCC
00011624,15-Apr-1985,B
00011624,30-Jun-1987,BB
00011624,25-Jun-1991,B
00011624,11-Dec-1994,BB
00011624,22-Nov-2004,D
00011105,24-Feb-1985,B
00011105,08-Apr-1996,BB
00011982,09-Oct-1982,CCC
00011982,25-Nov-1982,D
00011604,25-Aug-1984,BBB
00011604,23-Sep-1987,BB
00011604,21-May-1990,A
00014576,14-May-1983,BBB
00014576,02-Dec-1984,BB
00014576,14-Mar-1991,B
00014576,21-Jun-1995,BB
00014576,15-Aug-1996,BBB
00012060,15-Oct-1983,B
00012060,03-Nov-1983,CCC
00012060,11-Jun-1999,D
00013596,17-Feb-1984,AA
00013596,29-May-1986,A
00013596,02-Nov-1988,AA
00013753,18-Mar-1985,BBB
00013753,05-May-1990,BB
00013753,25-Sep-1996,B
00013753,04-Apr-2003,CCC
00014089,10-Oct-1983,AA
00014089,15-Nov-1990,BBB
00014089,29-Mar-1996,A
00014089,26-Jun-1998,AA
00014089,17-May-2002,A
00010226,28-Apr-1985,AAA
00010226,11-Jul-1996,AA
00011890,15-Jun-1983,BBB
00011890,27-Jan-2000,A
00014149,19-Jul-1984,AAA
00014149,31-Mar-1985,AA
00014465,15-Jun-1984,B
00014465,08-Oct-1985,D
00012673,08-Feb-1984,BBB
00012673,28-Nov-1986,A
00012673,13-Apr-1996,BB
00013749,16-Jul-1984,AAA
00013749,13-Oct-2002,AA
00011717,15-Jun-1984,AA
00011717,19-Jan-2003,A
00014344,12-Feb-1983,BBB
00014344,26-Dec-1995,A
00014344,07-Dec-1998,BBB
00013487,24-Dec-1982,BBB
00012859,14-May-1985,B
00012859,16-Dec-1986,D
00012412,05-Feb-1983,AAA
00012412,05-Feb-2001,A
00010748,19-Sep-1982,AAA
00011132,01-Mar-1984,BB
00011132,09-Feb-1997,BBB
00011132,16-Dec-1997,A
00011132,25-Jul-1999,BBB
00013231,16-Jan-1985,CCC
00013231,30-Nov-1988,D
00012641,17-Jun-1984,B
00012641,19-Feb-1999,BB
00012641,14-Sep-1999,D
00012137,24-Feb-1983,B
00012137,26-Apr-1993,BB
00012137,04-Jan-1998,BBB
00012137,23-Jun-2001,BB
00010536,22-Aug-1983,AA
00012698,22-Nov-1983,AA
00012698,20-Mar-2002,A
00014700,26-Apr-1985,BB
00014700,19-Sep-1993,B
00014700,29-Jan-1997,BB
00014700,25-Jun-1999,BBB
00013847,21-Jan-1983,AAA
00013847,29-Sep-2001,AA
00012933,21-Dec-1984,BBB
00012933,13-Aug-2002,A
00010392,24-May-1984,B
00010392,20-Mar-1990,BB
00010392,10-Oct-1991,D
00010680,29-Aug-1983,A
00010680,08-Oct-1985,AA
00010680,08-Jul-1988,A
00010680,16-May-1990,AA
00010680,26-Mar-2002,A
00013178,25-Feb-1983,AAA
00013178,23-Nov-1983,AA
00013178,27-Nov-1998,A
00013806,20-Oct-1983,BBB
00013806,10-May-1985,BB
00012655,13-Dec-1983,A
00012655,01-Oct-1986,BBB
00012655,14-Aug-1991,BB
00012655,26-Jun-1998,BBB
00011867,16-Dec-1982,A
00011867,24-Aug-1999,AA
00011867,29-Nov-2000,AAA
00010388,30-Mar-1984,B
00010388,14-Nov-1984,CCC
00010388,23-Jan-1989,B
00010388,07-Jun-1991,BB
00010388,30-Dec-1997,BBB
00010388,19-Jun-2000,A
00010388,30-Aug-2001,BBB
00014511,01-Apr-1983,A
00014511,14-Jan-1985,AA
00014921,07-Sep-1983,BB
00014921,31-Jan-1996,BBB
00011817,23-Mar-1984,B
00011817,09-Apr-1997,BB
00012324,27-Apr-1983,AAA
00012324,09-Jul-1983,AA
00012324,12-May-1986,BBB
00012324,16-Dec-1990,BB
00012324,28-Jul-1991,B
00014644,04-Jun-1983,BB
00014644,04-Nov-1998,B
00014644,05-Aug-2001,D
00010297,26-Apr-1984,BB
00010297,15-Mar-1986,B
00010297,29-Aug-1997,BB
00010297,10-Jul-2000,BBB
00010297,11-Feb-2003,A
00013458,10-May-1983,B
00014869,20-Nov-1984,AA
00011542,27-Apr-1985,A
00011542,06-May-1991,BBB
00011542,11-May-1997,A
00011542,06-Nov-2000,BBB
00012666,17-Aug-1984,A
00012666,24-Jul-1987,BBB
00012666,25-Mar-1998,A
00012666,24-Mar-2000,BBB
00012666,09-Apr-2001,A
00013006,28-Jul-1983,AAA
00014145,24-Mar-1984,BB
00014145,24-Feb-1988,B
00014145,13-Jun-1991,D
00010832,03-Dec-1982,B
00010832,21-Oct-1985,BB
00010832,20-Dec-1989,B
00010832,25-Sep-1997,BB
00010832,14-Dec-1997,B
00010832,03-May-1999,BB
00014239,10-Feb-1985,AA
00014239,15-Sep-2000,D
00012146,14-Jan-1985,BBB
00012146,27-Mar-1998,A
00012146,31-Oct-2000,BBB
00012146,01-Apr-2004,BB
00014875,13-Nov-1984,CCC
00014875,15-Jan-1989,D
00012913,05-May-1983,A
00010613,03-Apr-1984,AAA
00010613,14-Nov-1999,AA
00014122,09-Sep-1982,AA
00014122,19-Aug-1999,AAA
00012496,17-Oct-1983,BB
00012496,15-Jun-1996,A
00012496,03-Jan-1999,BBB
00013193,27-Jun-1983,A
00011561,26-Jan-1983,CCC
00011561,25-Dec-1988,B
00011561,13-Jun-1997,BB
00013363,12-Feb-1983,AA
00013363,24-Feb-1997,AAA
00011648,15-Oct-1983,A
00011648,05-Jan-1999,BBB
00012252,20-Nov-1982,BB
00012252,17-Oct-1995,BBB
00012252,04-Oct-1999,A
00014689,08-Apr-1984,B
00014689,07-Nov-2000,BB
00010651,02-Dec-1983,BBB
00010651,24-Jun-1986,A
00010651,02-Dec-1996,AA
00010651,17-Jan-1999,A
00010651,18-Feb-2002,BBB
00012314,14-Jul-1984,B
00012314,12-May-1986,D
00013349,18-Jul-1984,CCC
00013349,06-Dec-1984,D
00013534,18-May-1984,AAA
00013534,12-Sep-1999,AA
00012528,20-Sep-1982,A
00010284,25-Oct-1982,BBB
00011757,03-Jul-1983,AA
00011757,06-Oct-1995,AAA
00010127,31-Jan-1984,BBB
00010127,19-May-1998,A
00014694,03-Jun-1984,CCC
00014694,06-Nov-1984,D
00014714,30-Sep-1983,BB
00014714,09-Dec-1985,BBB
00014714,25-Apr-1991,BB
00014714,28-May-1998,BBB
00014714,07-Jun-2003,BB
00013532,15-Nov-1984,AA
00013532,24-Mar-1992,BBB
00012130,06-Aug-1984,B
00012130,22-Jul-1985,D
00011752,13-Apr-1985,CCC
00011752,11-Jul-1986,B
00011752,12-Jan-1991,BB
00011752,03-Sep-1998,BBB
00011707,31-Jan-1984,BB
00011707,05-Dec-1988,BBB
00011707,15-Jun-1991,BB
00012217,09-Jul-1983,AAA
00012217,24-Mar-1999,AA
00014412,01-Dec-1982,CCC
00014412,06-Apr-1984,D
00014673,20-Apr-1984,AA
00014673,07-Mar-1998,AAA
00014673,19-Jan-2003,AA
00013845,05-Oct-1984,B
00013845,13-Mar-1986,BB
00012401,15-Oct-1983,CCC
00012401,10-Mar-1986,B
00013376,16-Nov-1982,B
00013376,01-Apr-1985,BB
00013376,26-Apr-1998,B
00013376,03-Apr-2000,BB
00014190,11-May-1983,BB
00014190,06-Jun-1983,B
00014190,18-Oct-1985,BB
00014190,18-Dec-1987,BBB
00014190,30-Aug-1991,BB
00014190,06-Oct-1992,BBB
00014190,16-Jun-1998,BB
00014190,01-Nov-1999,BBB
00013720,18-Jan-1983,CCC
00013720,04-May-1986,D
00010416,26-May-1983,AA
00010416,31-May-1994,A
00010782,01-Nov-1983,AA
00010782,19-Sep-1997,AAA
00010782,16-Jan-2002,AA
00010798,27-Jan-1984,AA
00010798,03-Oct-1999,A
00010798,23-Mar-2000,AA
00012320,18-Nov-1983,BB
00012320,08-Nov-1998,BBB
00014074,10-Jan-1985,CCC
00014074,13-Jul-1986,D
00012283,18-Jan-1984,B
00012283,09-Dec-1986,BB
00012283,10-Oct-1997,BBB
00012283,18-Jul-1998,A
00014455,19-Mar-1985,A
00014455,27-Oct-1997,AAA
00014455,24-Jul-2004,AA
00011287,17-May-1984,BB
00011287,26-Nov-1997,BBB
00011287,04-Mar-1999,A
00011287,25-Aug-1999,BBB
00011287,01-Sep-2001,A
00011257,02-Apr-1985,A
00011257,07-Aug-1992,BBB
00011257,16-Feb-1999,BB
00011257,07-May-1999,BBB
00010378,15-Apr-1983,BB
00010378,29-Jun-1995,BBB
00011698,24-Jun-1984,CCC
00011698,12-Oct-1984,D
00011876,03-Jun-1983,B
00011876,09-Oct-1998,CCC
00013767,20-Jun-1984,AA
00013767,13-Mar-1991,A
00013767,10-May-1997,AA
00013767,09-Jul-1999,BBB
00012301,13-Jul-1984,AA
00012301,10-Aug-1984,A
00014518,25-Oct-1982,AA
00014518,30-Oct-1982,A
00014518,03-Jan-1990,BBB
00014518,04-Nov-1991,A
00014518,14-Apr-1996,AA
00014518,21-Jan-1997,AAA
00014518,25-Sep-1998,AA
00014518,13-Jul-2001,A
00011043,30-Apr-1983,BBB
00011043,25-Oct-1983,BB
00011043,28-May-1995,BBB
00011043,09-Nov-1998,BB
00014494,30-Mar-1983,AAA
00014494,28-Nov-1983,AA
00014494,06-Nov-1985,A
00014494,30-Aug-1994,BBB
00011844,16-Jun-1984,AA
00011844,27-Jul-1995,AAA
00011954,10-Dec-1984,AA
00011954,04-Oct-2000,BBB
00011954,11-Mar-2002,A
00012885,28-Jul-1983,AAA
00013944,07-Oct-1984,AA
00013944,11-Apr-1985,A
00013944,28-Jul-1986,BBB
00013944,12-Apr-1990,A
00013944,26-Jan-2000,BBB
00014291,24-Jun-1984,AAA
00014291,05-May-1986,AA
00014291,15-Jul-1989,AAA
00014291,18-Mar-1998,AA
00014291,18-May-2000,A
00014291,11-Dec-2001,AA
00012681,24-Aug-1982,A
00012681,11-Feb-1995,AA
00014010,11-Apr-1984,AAA
00013566,09-Sep-1983,AA
00013566,04-Nov-1983,A
00013566,26-Aug-1998,AA
00013566,25-Jul-1999,BBB
00011846,19-Feb-1985,BBB
00011846,16-Aug-1985,BB
00011846,18-Jul-1986,B
00011846,07-Apr-1998,A
00012912,19-Aug-1982,B
00012912,23-Jul-1987,BBB
00012912,21-Aug-1989,BB
00012912,26-Oct-1994,BBB
00012912,15-Dec-1996,A
00013259,23-Nov-1983,A
00013259,11-Dec-1985,AA
00013259,14-Jan-1999,A
00011477,16-Oct-1983,A
00011477,09-Jul-1999,BBB
00011477,10-Apr-2001,A
00012761,22-Nov-1983,A
00012761,25-Mar-1986,AA
00012761,16-Feb-1991,A
00010579,26-Sep-1984,AAA
00010579,09-Mar-2004,AA
00012792,06-Jul-1983,BBB
00012792,11-Sep-1997,A
00012792,01-Nov-2001,BBB
00012792,10-Oct-2002,BB
00013247,11-Oct-1984,A
00011503,02-Dec-1983,B
00011503,30-Sep-1996,BB
00011503,13-Aug-2003,B
00011300,22-Sep-1982,BBB
00011300,22-Jan-1996,A
00011300,21-Apr-1997,AA
00010737,10-Feb-1983,BB
00010737,26-May-1995,BBB
00010534,09-Aug-1984,AAA
00010534,14-Nov-1999,A
00012135,04-Dec-1983,BB
00012135,08-Mar-1997,BBB
00012135,08-Aug-1998,A
00012135,11-Jun-1999,BBB
00012135,01-Jan-2001,A
00012022,17-Jan-1983,AAA
00012022,07-Feb-1984,AA
00012022,21-Apr-1998,BBB
00012022,26-Jun-2001,BB
00013680,25-Jul-1983,BB
00013680,05-Nov-1989,CCC
00013680,29-Mar-1998,B
00013680,06-Jul-2001,BB
00013680,03-May-2003,D
00012998,16-Apr-1984,A
00012998,05-Dec-1991,BB
00012998,17-Jan-2003,B
00014705,25-Feb-1983,CCC
00014705,24-Nov-1984,D
00011340,26-Aug-1984,CCC
00011010,18-Apr-1983,BB
00011010,17-Nov-1986,B
00011010,25-Jan-1991,CCC
00011010,08-Sep-1996,B
00014747,21-Feb-1985,AAA
00014747,30-Sep-1985,A
00014747,23-May-1995,AA
00014747,07-Jun-1998,AAA
00014747,29-Feb-2000,AA
00014747,28-Jun-2003,A
00013428,14-May-1983,B
00013428,04-Jul-1991,CCC
00013428,11-Oct-1993,D
00013224,22-Sep-1984,AAA
00013224,17-Nov-1999,AA
00010882,22-Feb-1983,AAA
00010882,21-Dec-1990,AA
00014767,01-Jun-1983,BB
00014767,25-Feb-1989,B
00014767,07-Jul-1992,BB
00014767,27-Mar-1998,BBB
00014767,22-Aug-2000,A
00014360,17-Nov-1982,A
00014360,26-Dec-1985,AA
00010763,16-Mar-1984,AA
00010763,13-Nov-1984,A
00010763,28-Feb-1999,BBB
00011713,02-Jul-1984,BB
00011713,26-Apr-1997,BBB
00011713,15-Feb-1998,A
00011713,30-Oct-1998,AA
00012971,16-Feb-1984,BBB
00012971,27-May-1984,BB
00012971,24-Jul-1995,BBB
00012971,23-Jun-1997,A
00012971,02-Jan-2000,BBB
00012971,18-Feb-2000,A
00012786,18-Oct-1983,CCC
00012786,29-Jun-1990,D
00010913,24-May-1984,AA
00014234,27-May-1984,AA
00014234,28-Sep-1991,A
00014234,16-Sep-1994,BBB
00013413,27-Jun-1984,BB
00013413,19-Feb-1986,CCC
00013413,30-May-1990,D
00014137,15-May-1984,A
00014137,06-Apr-1985,BBB
00012956,21-Mar-1985,AAA
00012956,19-Mar-2001,AA
00012956,16-Apr-2004,A
00010442,15-Mar-1983,A
00010442,01-May-1991,AA
00010442,08-Mar-1999,A
00011261,27-Jul-1984,AAA
00012303,11-Apr-1983,B
00012303,13-May-1988,CCC
00012303,17-Dec-1989,D
00011579,15-Dec-1982,AA
00011579,19-Nov-1997,AAA
00011579,04-Feb-1999,AA
00012367,16-Apr-1984,CCC
00012367,05-Mar-1986,D
00010585,11-Nov-1983,AAA
00011515,20-Nov-1983,B
00011515,27-Nov-1985,BB
00011515,24-Mar-1988,B
00011515,14-Feb-1989,BB
00011515,14-Nov-2002,B
00013536,10-Jun-1984,CCC
00013536,16-Apr-1987,D
00010294,27-Sep-1984,BB
00010294,14-Jul-1986,BBB
00010294,22-Aug-1991,A
00012637,03-Aug-1983,BB
00012637,14-May-1998,BBB
00012637,04-Jun-1999,B
00013174,10-Jun-1984,B
00013174,05-Oct-1984,CCC
00013174,08-Mar-1989,D
00013572,08-Oct-1983,AA
00013572,07-Jun-1984,BB
00014442,07-Dec-1984,BB
00014442,23-Mar-1998,BBB
00014442,10-Apr-1999,A
00012073,28-Nov-1984,B
00012073,26-Oct-1986,D
00011701,01-May-1983,AAA
00011701,12-May-1984,AA
00011701,10-Jan-1999,A
00012561,23-Apr-1984,CCC
00012561,09-Jul-1986,D
00013408,22-Mar-1984,A
00013408,17-Jan-1998,AA
00013408,10-Jun-1999,A
00013408,27-Apr-2000,BB
00013015,10-Feb-1984,BB
00013015,24-Sep-1985,B
00013015,19-Mar-1998,BB
00013015,28-Nov-2002,B
00013563,04-Jan-1985,AA
00013563,30-Nov-1985,BBB
00010238,10-May-1983,CCC
00010238,01-Sep-1983,D
00010684,02-Jul-1983,AA
00010684,12-Oct-1992,AAA
00010684,04-Jul-2001,AA
00010187,15-Dec-1982,BBB
00010187,14-Jun-1983,BB
00010187,10-Dec-1986,D
00011394,15-Mar-1985,B
00011394,09-Dec-1988,BB
00011394,07-Jul-1990,B
00011394,21-Oct-1995,BB
00011394,26-Dec-1997,BBB
00011683,25-May-1984,BBB
00011683,04-Jul-1988,A
00011683,23-Dec-1993,AA
00011683,08-Apr-1999,AAA
00013445,10-Dec-1983,BB
00013445,18-Aug-1997,BBB
00013445,08-Mar-2001,A
00013445,14-Apr-2002,BB
00010790,18-May-1984,AA
00010790,03-Dec-1984,A
00010790,11-Jun-1988,AA
00012562,14-Feb-1984,AA
00012562,13-Jul-1996,AAA
00012562,11-May-2002,AA
00011926,26-May-1984,A
00011926,20-Nov-1996,AA
00011926,16-Mar-2004,A
00014011,13-Feb-1984,AAA
00014513,08-Aug-1984,B
00014513,24-Dec-1991,CCC
00012886,23-Jan-1984,CCC
00012886,31-Jul-1985,D
00010693,08-May-1985,AA
00013272,24-Mar-1983,BB
00013272,27-Apr-1996,BBB
00012580,01-Dec-1982,B
00012580,28-Oct-1989,BB
00012580,15-Feb-1996,BBB
00012580,19-Apr-2002,BB
00013777,05-Dec-1982,AAA
00013777,03-Aug-1993,AA
00013911,20-Oct-1982,CCC
00013911,23-Jul-1984,D
00014090,26-Sep-1983,AA
00014596,09-Nov-1983,AA
00014930,19-Aug-1983,BB
00014930,21-Oct-1988,BBB
00014930,23-Feb-1997,A
00014930,17-Aug-1998,AA
00014930,04-May-1999,A
00012108,20-Sep-1984,CCC
00012108,19-Oct-1996,B
00012108,06-Oct-1999,D
00013618,07-May-1984,A
00013618,03-Nov-1991,BBB
00014242,28-Sep-1984,A
00014242,10-Mar-1992,BBB
00014242,24-Mar-2004,BB
00012943,08-Mar-1985,AA
00012943,07-May-2004,BBB
00012891,17-Apr-1985,BB
00012891,27-Aug-1999,D
00013064,26-Feb-1983,BBB
00013064,13-Jan-1991,BB
00013064,24-Nov-1992,BBB
00013064,28-Jul-1997,A
00013527,04-Jan-1983,BBB
00013527,01-Dec-1998,BB
00010462,14-Jul-1984,A
00010462,18-Aug-1993,AA
00010462,19-Sep-1994,A
00010462,24-Jun-2000,BBB
00013917,19-Nov-1982,BBB
00013917,25-Dec-1985,BB
00013917,09-Apr-1992,BBB
00013917,04-Mar-1996,A
00013917,15-Dec-1996,AA
00013917,29-Jan-2002,A
00010410,25-Jan-1984,AA
00010410,26-Jun-2002,A
00010556,30-Jan-1984,A
00010556,16-May-1999,BB
00010556,13-Oct-2003,CCC
00013584,27-Dec-1984,CCC
00013584,24-Mar-1988,D
00013184,16-Dec-1983,BBB
00013184,01-Dec-1997,A
00013184,06-Apr-1999,BBB
00014741,15-Sep-1983,B
00014741,10-Nov-1987,BB
00014741,05-Apr-1990,B
00014741,30-Jun-1994,BB
00014741,24-Feb-1997,BBB
00011450,20-Jun-1984,AA
00011450,18-Jun-2000,A
00012331,28-Aug-1984,B
00012331,04-Feb-1987,CCC
00012331,18-Dec-1987,D
00010728,20-Jan-1984,B
00010728,19-Apr-1984,CCC
00010728,05-Jan-1995,B
00010728,11-Apr-1997,BB
00012985,01-Aug-1983,CCC
00012985,23-Dec-1990,D
00014924,15-Jan-1983,AAA
00012531,26-Mar-1984,BB
00012531,16-Jun-1984,B
00012531,03-Jul-1993,BB
00012531,26-Aug-1997,AA
00012531,25-Mar-2004,A
00011045,07-May-1983,AA
00011045,04-Apr-2003,A
00014901,01-Oct-1982,AAA
00014901,19-Apr-1996,AA
00014901,06-May-2001,A
00013416,11-Sep-1984,B
00013416,09-Oct-1984,CCC
00013416,10-Apr-1986,D
00014287,18-Apr-1983,AAA
00014287,11-Mar-1995,AA
00013065,03-Nov-1983,A
00012553,06-Jul-1984,CCC
00012553,22-Dec-1992,D
00013895,12-Aug-1983,BB
00013895,04-Jan-1993,BBB
00013895,19-Sep-1996,A
00013895,07-Apr-1999,BB
00013895,08-Aug-2003,B
00013678,24-Aug-1984,AA
00013678,29-Apr-1998,AAA
00014191,17-Sep-1983,BB
00014191,20-Feb-1996,BBB
00014191,14-May-1999,BB
00014191,19-Apr-2000,BBB
00014082,02-Jul-1984,AA
00014082,30-Mar-1992,A
00014082,21-Feb-2003,BBB
00014482,22-Jul-1984,A
00014482,22-Jan-1993,BBB
00014482,30-Jun-1999,BB
00014482,28-Feb-2004,B
00012155,03-Nov-1983,A
00012155,23-Jun-1988,AA
00013211,06-Sep-1982,BB
00013211,20-May-1989,BBB
00013211,18-Jul-1995,A
00013211,23-Jan-1996,AA
00012577,15-Jul-1983,CCC
00012577,31-Mar-1984,D
00011138,16-Oct-1983,BBB
00011138,24-Apr-1996,A
00012102,15-May-1983,B
00012102,25-Sep-1983,CCC
00012102,20-Oct-1985,B
00012102,20-Jan-1987,CCC
00012102,06-Aug-1995,B
00012102,07-May-1999,D
00013077,03-Mar-1983,BBB
00013712,17-Nov-1984,A
00013712,08-Nov-2000,BB
00012302,22-Oct-1983,AAA
00012721,22-Jan-1985,BBB
00012721,07-May-1992,A
00012721,26-May-1998,AA
00012721,21-Jan-2000,AAA
00012958,13-Sep-1983,CCC
00012958,27-Jun-1984,D
00011369,25-Sep-1984,AAA
00011369,12-Jul-2000,AA
00010750,19-Sep-1983,AA
00011273,04-Nov-1984,B
00011273,23-Jun-1998,BB
00011273,28-Aug-1999,BBB
00011273,17-Apr-2001,A
00011978,11-Sep-1984,AAA
00011978,11-Jul-2000,AA
00010732,30-Aug-1983,BBB
00010732,15-Oct-2000,A
00010710,22-Mar-1983,BB
00010710,25-Sep-1984,B
00010710,08-Dec-1998,D
00012588,17-Oct-1984,B
00012588,16-Jan-1994,BB
00012588,29-Apr-2004,B
00010722,25-Mar-1985,AA
00012774,11-Jul-1983,AAA
00012774,27-Nov-1998,AA
00012552,19-Jun-1984,AAA
00012552,07-Apr-1992,AA
00012552,19-Feb-2003,A
00012966,31-Oct-1983,AAA
00012966,24-Oct-1984,AA
00012966,07-Oct-1992,BBB
00012966,29-May-1993,A
00010619,29-Nov-1984,BBB
00010619,29-Dec-1986,A
00014350,25-Sep-1984,BB
00014350,24-Feb-1992,B
00014350,30-Nov-1996,BB
00014350,24-Sep-1998,BBB
00014350,02-Apr-2000,BB
00014890,01-Feb-1983,A
00014890,21-Dec-1986,AA
00014664,27-Dec-1984,BB
00014664,21-Aug-1999,BBB
00014664,15-Jun-2000,BB
00014664,31-Jan-2002,AA
00010365,04-May-1985,AAA
00010365,22-Apr-1988,AA
00010365,17-Dec-1998,AAA
00014784,14-Jan-1984,CCC
00014784,11-Mar-1991,D
00010924,19-Jan-1985,BB
00010924,13-Jun-1992,B
00010924,08-Dec-1994,BB
00010924,04-Aug-1997,BBB
00010924,06-Aug-1998,A
00010924,30-Jun-1999,AA
00014598,28-Mar-1984,BBB
00014598,04-Jun-1985,BB
00014598,27-Jun-1996,BBB
00014598,11-Jul-1997,A
00014598,08-Oct-1999,BBB
00011891,19-Jan-1983,CCC
00011891,11-Aug-1984,D
00012443,06-Mar-1983,CCC
00012443,04-Aug-1983,D
00012159,29-Sep-1983,AA
00012159,25-Aug-1989,A
00010880,05-Sep-1984,AAA
00010880,26-Dec-2002,AA
00011537,21-Nov-1984,CCC
00011537,16-Jul-1985,D
00012189,16-Oct-1984,BBB
00012189,30-Jan-1992,BB
00012189,18-Jan-1994,BBB
00012189,24-Feb-1998,A
00012189,07-Aug-1999,AA
00010731,02-Jul-1983,B
00010731,14-Jan-1999,D
00014001,03-Feb-1984,A
00014001,06-Sep-1990,AA
00014001,27-Apr-1992,D
00014306,16-Nov-1982,BB
00014306,23-Dec-1982,B
00014306,09-Jul-1988,CCC
00014306,08-Nov-1990,D
00013822,07-Dec-1982,BB
00013822,13-Jan-1995,BBB
00010188,01-Jan-1983,A
00010188,10-Mar-1983,D
00010564,27-Jun-1984,CCC
00010564,01-Jul-1986,D
00012204,26-Dec-1983,AA
00012204,27-Oct-1985,A
00012204,19-Jun-1999,BBB
00012204,14-Jun-2000,A
00010348,23-Feb-1983,BBB
00010348,20-Jan-1997,A
00010348,25-Jul-2001,BBB
00010729,26-Dec-1983,A
00010729,12-Jul-1990,BBB
00010729,07-Sep-1995,A
00013574,12-Jan-1983,AA
00013574,09-Feb-1983,A
00013574,16-Jul-1998,BBB
00010138,12-Oct-1982,CCC
00010138,07-Apr-1984,D
00014565,16-Dec-1984,BB
00014565,25-Oct-1985,B
00014565,29-Jul-1987,CCC
00014565,27-Jan-1993,D
00013284,01-Mar-1984,A
00012766,05-Mar-1985,A
00012766,13-Oct-1995,AA
00012766,04-May-1997,BBB
00012766,29-Jul-1998,A
00012607,15-Jul-1984,AAA
00012607,25-Jan-1985,AA
00012607,31-May-1991,A
00012607,12-Mar-2000,BBB
00014746,23-Mar-1984,BBB
00014746,05-Jan-2001,BB
00014746,08-May-2002,BBB
00014443,11-Nov-1984,BB
00014443,22-May-1997,BBB
00012512,13-Jan-1985,AAA
00012512,08-Dec-1993,AA
00012512,22-Feb-2004,A
00010979,03-May-1985,B
00010979,21-Dec-1991,BB
00010979,01-Jun-1992,B
00012498,18-Aug-1982,BB
00012498,16-Jan-1996,BBB
00012498,05-May-1997,A
00012498,23-Sep-1997,BBB
00012304,31-Dec-1984,BBB
00012304,23-Oct-1991,BB
00012304,21-Aug-1997,B
00012304,23-Nov-2000,D
00011642,22-Apr-1984,CCC
00011642,05-Dec-1999,D
00011841,04-May-1985,B
00011841,03-Oct-1994,BB
00011841,26-Dec-2000,B
00014203,28-Jan-1984,BBB
00014203,25-Jul-1993,A
00014203,02-Mar-1996,AA
00014203,17-Sep-1998,AAA
00012335,11-Dec-1983,BBB
00012335,22-Nov-1991,BB
00012335,02-Jun-1997,BBB
00012335,19-Jul-1998,A
00012335,14-Jul-2003,BBB
00011583,28-Oct-1984,BB
00011583,18-Jan-1985,B
00011583,29-Jun-1987,BB
